Disease,Area,State Abbreviation,FIPS,Year,Race,Sex,Age group,Transmission Category,Population,Cases,Rate
Primary and Secondary Syphilis,Covington County,AL,1039,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"37,886",0,0
Primary and Secondary Syphilis,Crenshaw County,AL,1041,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,986",0,0
Primary and Secondary Syphilis,Cullman County,AL,1043,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"80,811",0,0
Primary and Secondary Syphilis,Dale County,AL,1045,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"49,884",3,6
Primary and Secondary Syphilis,Dallas County,AL,1047,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"41,996",0,0
Primary and Secondary Syphilis,Dekalb County,AL,1049,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"71,013",1,1.4
Primary and Secondary Syphilis,Elmore County,AL,1051,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"80,902",0,0
Primary and Secondary Syphilis,Escambia County,AL,1053,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"37,983",1,2.6
Primary and Secondary Syphilis,Etowah County,AL,1055,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"103,931",3,2.9
Primary and Secondary Syphilis,Fayette County,AL,1057,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,909",0,0
Primary and Secondary Syphilis,Franklin County,AL,1059,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"31,532",0,0
Primary and Secondary Syphilis,Geneva County,AL,1061,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"26,727",1,3.7
Primary and Secondary Syphilis,Greene County,AL,1063,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,744",1,11.4
Primary and Secondary Syphilis,Hale County,AL,1065,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"15,406",0,0
Primary and Secondary Syphilis,Henry County,AL,1067,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,296",0,0
Primary and Secondary Syphilis,Houston County,AL,1069,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"103,668",5,4.8
Primary and Secondary Syphilis,Jackson County,AL,1071,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"52,951",0,0
Primary and Secondary Syphilis,Jefferson County,AL,1073,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"659,479",46,7
Primary and Secondary Syphilis,Lamar County,AL,1075,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,236",0,0
Primary and Secondary Syphilis,Lauderdale County,AL,1077,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"92,797",2,2.2
Primary and Secondary Syphilis,Lawrence County,AL,1079,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"33,587",0,0
Primary and Secondary Syphilis,Lee County,AL,1081,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"150,933",2,1.3
Primary and Secondary Syphilis,Limestone County,AL,1083,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"88,845",0,0
Primary and Secondary Syphilis,Lowndes County,AL,1085,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,703",0,0
Primary and Secondary Syphilis,Macon County,AL,1087,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"19,688",0,0
Primary and Secondary Syphilis,Madison County,AL,1089,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"346,892",18,5.2
Primary and Secondary Syphilis,Marengo County,AL,1091,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"20,155",1,5
Primary and Secondary Syphilis,Marion County,AL,1093,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"30,334",0,0
Primary and Secondary Syphilis,Marshall County,AL,1095,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"94,760",3,3.2
Primary and Secondary Syphilis,Mobile County,AL,1097,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"414,079",13,3.1
Primary and Secondary Syphilis,Monroe County,AL,1099,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"22,236",0,0
Primary and Secondary Syphilis,Montgomery County,AL,1101,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"226,659",17,7.5
Primary and Secondary Syphilis,Morgan County,AL,1103,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"119,787",3,2.5
Primary and Secondary Syphilis,Perry County,AL,1105,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,020",0,0
Primary and Secondary Syphilis,Pickens County,AL,1107,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"19,401",0,0
Primary and Secondary Syphilis,Pike County,AL,1109,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"33,339",2,6
Primary and Secondary Syphilis,Randolph County,AL,1111,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"22,727",0,0
Primary and Secondary Syphilis,Russell County,AL,1113,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"59,585",2,3.4
Primary and Secondary Syphilis,St. Clair County,AL,1115,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"86,308",2,2.3
Primary and Secondary Syphilis,Shelby County,AL,1117,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"204,180",8,3.9
Primary and Secondary Syphilis,Sumter County,AL,1119,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,361",1,7.5
Primary and Secondary Syphilis,Talladega County,AL,1121,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"81,096",4,4.9
Primary and Secondary Syphilis,Tallapoosa County,AL,1123,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"41,203",1,2.4
Primary and Secondary Syphilis,Tuscaloosa County,AL,1125,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"200,821",5,2.5
Primary and Secondary Syphilis,Walker County,AL,1127,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"65,998",2,3
Primary and Secondary Syphilis,Washington County,AL,1129,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,877",1,5.9
Primary and Secondary Syphilis,Wilcox County,AL,1131,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"11,307",0,0
Primary and Secondary Syphilis,Winston County,AL,1133,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"24,146",0,0
Primary and Secondary Syphilis,Aleutians East Borough,AK,2013,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,092",0,0
Primary and Secondary Syphilis,Aleutians West Census Area,AK,2016,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,511",0,0
Primary and Secondary Syphilis,Anchorage Municipality,AK,2020,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"300,950",10,3.3
Primary and Secondary Syphilis,Bethel Census Area,AK,2050,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,758",0,0
Primary and Secondary Syphilis,Bristol Bay Borough,AK,2060,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,960,0,0
Primary and Secondary Syphilis,Denali Borough,AK,2068,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,867",0,0
Primary and Secondary Syphilis,Dillingham Census Area,AK,2070,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,010",0,0
Primary and Secondary Syphilis,Fairbanks North Star Borough,AK,2090,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"100,436",1,1
Primary and Secondary Syphilis,Haines Borough,AK,2100,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,592",0,0
Primary and Secondary Syphilis,Hoonah-Angoon Census Area,AK,2105,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,,Data not available,Data not available
Primary and Secondary Syphilis,Juneau City and Borough,AK,2110,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"32,660",0,0
Primary and Secondary Syphilis,Kenai Peninsula Borough,AK,2122,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"57,147",2,3.5
Primary and Secondary Syphilis,Ketchikan Gateway Borough,AK,2130,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,729",0,0
Primary and Secondary Syphilis,Kodiak Island Borough,AK,2150,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,135",0,0
Primary and Secondary Syphilis,Lake and Peninsula Borough,AK,2164,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,648",0,0
Primary and Secondary Syphilis,Matanuska-Susitna Borough,AK,2170,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"95,192",0,0
Primary and Secondary Syphilis,Nome Census Area,AK,2180,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,892",0,0
Primary and Secondary Syphilis,North Slope Borough,AK,2185,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,686",1,10.3
Primary and Secondary Syphilis,Northwest Arctic Borough,AK,2188,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,685",0,0
Primary and Secondary Syphilis,Petersburg Census Area,AK,2195,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,,Data not available,Data not available
Primary and Secondary Syphilis,Prince of Wales-Hyder Censu,AK,2198,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,,Data not available,Data not available
Primary and Secondary Syphilis,Prince of Wales - Outer Ketchikan,AK,2201,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,786",0,0
Primary and Secondary Syphilis,Sitka City and Borough,AK,2220,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,020",0,0
Primary and Secondary Syphilis,Skagway Municipality,AK,2230,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,,Data not available,Data not available
Primary and Secondary Syphilis,Skagway-Hoonah-Angoon,AK,2232,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,140",0,0
Primary and Secondary Syphilis,Southeast Fairbanks Census Area,AK,2240,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,985",0,0
Primary and Secondary Syphilis,Valdez-Cordova Census Area,AK,2261,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,763",0,0
Primary and Secondary Syphilis,Wade Hampton Census Area,AK,2270,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,977",0,0
Primary and Secondary Syphilis,Wrangell City and Borough,AK,2275,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,,Data not available,Data not available
Primary and Secondary Syphilis,Wrangell-Petersburg Census Area,AK,2280,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,174",0,0
Primary and Secondary Syphilis,Yakutat City and Borough,AK,2282,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,642,0,0
Primary and Secondary Syphilis,Yukon-Koyukuk Census Area,AK,2290,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,695",0,0
Primary and Secondary Syphilis,Apache County,AZ,4001,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"71,934",1,1.4
Primary and Secondary Syphilis,Cochise County,AZ,4003,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"129,473",2,1.5
Primary and Secondary Syphilis,Coconino County,AZ,4005,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"136,539",5,3.7
Primary and Secondary Syphilis,Gila County,AZ,4007,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"53,053",0,0
Primary and Secondary Syphilis,Graham County,AZ,4009,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"37,482",1,2.7
Primary and Secondary Syphilis,Greenlee County,AZ,4011,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,049",0,0
Primary and Secondary Syphilis,La Paz County,AZ,4012,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"20,324",0,0
Primary and Secondary Syphilis,Maricopa County,AZ,4013,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"4,009,412",412,10.3
Primary and Secondary Syphilis,Mohave County,AZ,4015,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"203,030",2,1
Primary and Secondary Syphilis,Navajo County,AZ,4017,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"107,322",3,2.8
Primary and Secondary Syphilis,Pima County,AZ,4019,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"996,554",144,14.4
Primary and Secondary Syphilis,Pinal County,AZ,4021,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"389,350",4,1
Primary and Secondary Syphilis,Santa Cruz County,AZ,4023,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"46,768",0,0
Primary and Secondary Syphilis,Yavapai County,AZ,4025,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"215,133",3,1.4
Primary and Secondary Syphilis,Yuma County,AZ,4027,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"201,201",0,0
Primary and Secondary Syphilis,Arkansas County,AR,5001,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,777",3,16
Primary and Secondary Syphilis,Ashley County,AR,5003,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"21,283",1,4.7
Primary and Secondary Syphilis,Baxter County,AR,5005,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"40,957",0,0
Primary and Secondary Syphilis,Benton County,AR,5007,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"237,297",6,2.5
Primary and Secondary Syphilis,Boone County,AR,5009,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"37,396",1,2.7
Primary and Secondary Syphilis,Bradley County,AR,5011,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"11,249",0,0
Primary and Secondary Syphilis,Calhoun County,AR,5013,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,241",1,19.1
Primary and Secondary Syphilis,Carroll County,AR,5015,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"27,808",1,3.6
Primary and Secondary Syphilis,Chicot County,AR,5017,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"11,335",1,8.8
Primary and Secondary Syphilis,Clark County,AR,5019,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"22,743",0,0
Primary and Secondary Syphilis,Clay County,AR,5021,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"15,402",0,0
Primary and Secondary Syphilis,Cleburne County,AR,5023,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"25,686",0,0
Primary and Secondary Syphilis,Cleveland County,AR,5025,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,593",0,0
Primary and Secondary Syphilis,Columbia County,AR,5027,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"24,164",2,8.3
Primary and Secondary Syphilis,Conway County,AR,5029,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"21,245",0,0
Primary and Secondary Syphilis,Craighead County,AR,5031,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"101,488",3,3
Primary and Secondary Syphilis,Crawford County,AR,5033,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"61,640",3,4.9
Primary and Secondary Syphilis,Crittenden County,AR,5035,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"49,746",4,8
Primary and Secondary Syphilis,Cross County,AR,5037,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,548",0,0
Primary and Secondary Syphilis,Dallas County,AR,5039,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,933",0,0
Primary and Secondary Syphilis,Desha County,AR,5041,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,505",1,8
Primary and Secondary Syphilis,Drew County,AR,5043,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,785",0,0
Primary and Secondary Syphilis,Faulkner County,AR,5045,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"119,580",3,2.5
Primary and Secondary Syphilis,Franklin County,AR,5047,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,034",0,0
Primary and Secondary Syphilis,Fulton County,AR,5049,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,304",0,0
Primary and Secondary Syphilis,Garland County,AR,5051,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"97,173",4,4.1
Primary and Secondary Syphilis,Grant County,AR,5053,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,019",0,0
Primary and Secondary Syphilis,Greene County,AR,5055,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"43,097",0,0
Primary and Secondary Syphilis,Hempstead County,AR,5057,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"22,474",2,8.9
Primary and Secondary Syphilis,Hot Spring County,AR,5059,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"33,500",0,0
Primary and Secondary Syphilis,Howard County,AR,5061,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,581",0,0
Primary and Secondary Syphilis,Independence County,AR,5063,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"36,997",0,0
Primary and Secondary Syphilis,Izard County,AR,5065,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,368",1,7.5
Primary and Secondary Syphilis,Jackson County,AR,5067,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,615",1,5.7
Primary and Secondary Syphilis,Jefferson County,AR,5069,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"73,191",11,15
Primary and Secondary Syphilis,Johnson County,AR,5071,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"25,846",0,0
Primary and Secondary Syphilis,Lafayette County,AR,5073,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,252",0,0
Primary and Secondary Syphilis,Lawrence County,AR,5075,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,011",0,0
Primary and Secondary Syphilis,Lee County,AR,5077,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,015",2,20
Primary and Secondary Syphilis,Lincoln County,AR,5079,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,031",1,7.1
Primary and Secondary Syphilis,Little River County,AR,5081,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,730",1,7.9
Primary and Secondary Syphilis,Logan County,AR,5083,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"22,082",0,0
Primary and Secondary Syphilis,Lonoke County,AR,5085,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"70,753",2,2.8
Primary and Secondary Syphilis,Madison County,AR,5087,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"15,701",0,0
Primary and Secondary Syphilis,Marion County,AR,5089,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,430",0,0
Primary and Secondary Syphilis,Miller County,AR,5091,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"43,402",1,2.3
Primary and Secondary Syphilis,Mississippi County,AR,5093,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"44,765",1,2.2
Primary and Secondary Syphilis,Monroe County,AR,5095,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,682",0,0
Primary and Secondary Syphilis,Montgomery County,AR,5097,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,226",0,0
Primary and Secondary Syphilis,Nevada County,AR,5099,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,799",0,0
Primary and Secondary Syphilis,Newton County,AR,5101,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,064",0,0
Primary and Secondary Syphilis,Ouachita County,AR,5103,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"25,002",1,4
Primary and Secondary Syphilis,Perry County,AR,5105,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,345",0,0
Primary and Secondary Syphilis,Phillips County,AR,5107,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"20,399",1,4.9
Primary and Secondary Syphilis,Pike County,AR,5109,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"11,177",0,0
Primary and Secondary Syphilis,Poinsett County,AR,5111,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"24,145",0,0
Primary and Secondary Syphilis,Polk County,AR,5113,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"20,406",0,0
Primary and Secondary Syphilis,Pope County,AR,5115,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"62,547",1,1.6
Primary and Secondary Syphilis,Prairie County,AR,5117,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,374",0,0
Primary and Secondary Syphilis,Pulaski County,AR,5119,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"391,284",32,8.2
Primary and Secondary Syphilis,Randolph County,AR,5121,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,692",0,0
Primary and Secondary Syphilis,St. Francis County,AR,5123,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"27,260",1,3.7
Primary and Secondary Syphilis,Saline County,AR,5125,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"114,404",2,1.7
Primary and Secondary Syphilis,Scott County,AR,5127,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,950",2,18.3
Primary and Secondary Syphilis,Searcy County,AR,5129,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,023",0,0
Primary and Secondary Syphilis,Sebastian County,AR,5131,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"127,342",12,9.4
Primary and Secondary Syphilis,Sevier County,AR,5133,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,366",0,0
Primary and Secondary Syphilis,Sharp County,AR,5135,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,049",0,0
Primary and Secondary Syphilis,Stone County,AR,5137,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,581",0,0
Primary and Secondary Syphilis,Union County,AR,5139,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"40,694",1,2.5
Primary and Secondary Syphilis,Van Buren County,AR,5141,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,932",1,5.9
Primary and Secondary Syphilis,Washington County,AR,5143,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"216,410",8,3.7
Primary and Secondary Syphilis,White County,AR,5145,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"78,483",1,1.3
Primary and Secondary Syphilis,Woodruff County,AR,5147,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,072",0,0
Primary and Secondary Syphilis,Yell County,AR,5149,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"21,893",1,4.6
Primary and Secondary Syphilis,Alameda County,CA,6001,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,578,891",145,9.2
Primary and Secondary Syphilis,Alpine County,CA,6003,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,159",0,0
Primary and Secondary Syphilis,Amador County,CA,6005,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"36,519",0,0
Primary and Secondary Syphilis,Butte County,CA,6007,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"222,090",1,0.5
Primary and Secondary Syphilis,Calaveras County,CA,6009,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"44,515",0,0
Primary and Secondary Syphilis,Colusa County,CA,6011,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"21,358",0,0
Primary and Secondary Syphilis,Contra Costa County,CA,6013,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,094,205",83,7.6
Primary and Secondary Syphilis,Del Norte County,CA,6015,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"27,873",0,0
Primary and Secondary Syphilis,El Dorado County,CA,6017,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"181,737",2,1.1
Primary and Secondary Syphilis,Fresno County,CA,6019,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"955,272",118,12.4
Primary and Secondary Syphilis,Glenn County,CA,6021,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"27,940",0,0
Primary and Secondary Syphilis,Humboldt County,CA,6023,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"134,493",2,1.5
Primary and Secondary Syphilis,Imperial County,CA,6025,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"176,584",7,4
Primary and Secondary Syphilis,Inyo County,CA,6027,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,467",0,0
Primary and Secondary Syphilis,Kern County,CA,6029,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"864,124",140,16.2
Primary and Secondary Syphilis,Kings County,CA,6031,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"150,960",21,13.9
Primary and Secondary Syphilis,Lake County,CA,6033,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"63,860",2,3.1
Primary and Secondary Syphilis,Lassen County,CA,6035,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"32,163",0,0
Primary and Secondary Syphilis,Los Angeles County,CA,6037,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,017,068","1,204",12
