Disease,Area,State Abbreviation,FIPS,Year,Race,Sex,Age group,Transmission Category,Population,Cases,Rate
Chlamydia,Lawrence County,AL,01079,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"33,587",108,321.6
Chlamydia,Lee County,AL,01081,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"150,933",732,485.0
Chlamydia,Limestone County,AL,01083,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"88,845",258,290.4
Chlamydia,Lowndes County,AL,01085,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,703",127,"1,186.6"
Chlamydia,Macon County,AL,01087,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"19,688",255,"1,295.2"
Chlamydia,Madison County,AL,01089,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"346,892","2,119",610.9
Chlamydia,Marengo County,AL,01091,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"20,155",144,714.5
Chlamydia,Marion County,AL,01093,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"30,334",92,303.3
Chlamydia,Marshall County,AL,01095,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"94,760",218,230.1
Chlamydia,Mobile County,AL,01097,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"414,079","3,222",778.1
Chlamydia,Monroe County,AL,01099,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"22,236",121,544.2
Chlamydia,Montgomery County,AL,01101,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"226,659","2,843","1,254.3"
Chlamydia,Morgan County,AL,01103,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"119,787",448,374.0
Chlamydia,Perry County,AL,01105,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,020",95,948.1
Chlamydia,Pickens County,AL,01107,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"19,401",133,685.5
Chlamydia,Pike County,AL,01109,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"33,339",347,"1,040.8"
Chlamydia,Randolph County,AL,01111,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"22,727",90,396.0
Chlamydia,Russell County,AL,01113,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"59,585",467,783.8
Chlamydia,St. Clair County,AL,01115,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"86,308",206,238.7
Chlamydia,Shelby County,AL,01117,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"204,180",418,204.7
Chlamydia,Sumter County,AL,01119,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,361",149,"1,115.2"
Chlamydia,Talladega County,AL,01121,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"81,096",564,695.5
Chlamydia,Tallapoosa County,AL,01123,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"41,203",207,502.4
Chlamydia,Tuscaloosa County,AL,01125,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"200,821","1,497",745.4
Chlamydia,Walker County,AL,01127,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"65,998",296,448.5
Chlamydia,Washington County,AL,01129,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,877",61,361.4
Chlamydia,Wilcox County,AL,01131,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"11,307",101,893.3
Chlamydia,Winston County,AL,01133,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"24,146",62,256.8
Chlamydia,Aleutians East Borough,AK,02013,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,092",8,258.7
Chlamydia,Aleutians West Census Area,AK,02016,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,511",23,417.3
Chlamydia,Anchorage Municipality,AK,02020,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"300,950","2,523",838.3
Chlamydia,Bethel Census Area,AK,02050,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,758",413,"2,325.7"
Chlamydia,Bristol Bay Borough,AK,02060,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,960,6,625.0
Chlamydia,Denali Borough,AK,02068,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,867",5,267.8
Chlamydia,Dillingham Census Area,AK,02070,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,010",83,"1,656.7"
Chlamydia,Fairbanks North Star Borough,AK,02090,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"100,436",747,743.8
Chlamydia,Haines Borough,AK,02100,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,592",14,540.1
Chlamydia,Hoonah-Angoon Census Area,AK,02105,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,,Data not available,Data not available
Chlamydia,Juneau City and Borough,AK,02110,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"32,660",155,474.6
Chlamydia,Kenai Peninsula Borough,AK,02122,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"57,147",217,379.7
Chlamydia,Ketchikan Gateway Borough,AK,02130,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,729",117,852.2
Chlamydia,Kodiak Island Borough,AK,02150,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,135",54,382.0
Chlamydia,Lake and Peninsula Borough,AK,02164,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,648",12,728.2
Chlamydia,Matanuska-Susitna Borough,AK,02170,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"95,192",398,418.1
Chlamydia,Nome Census Area,AK,02180,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,892",268,"2,709.3"
Chlamydia,North Slope Borough,AK,02185,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,686",80,825.9
Chlamydia,Northwest Arctic Borough,AK,02188,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,685",201,"2,615.5"
Chlamydia,Petersburg Census Area,AK,02195,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,,Data not available,Data not available
Chlamydia,Prince of Wales-Hyder Censu,AK,02198,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,,Data not available,Data not available
Chlamydia,Prince of Wales - Outer Ketchikan,AK,02201,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,786",0,0.0
Chlamydia,Sitka City and Borough,AK,02220,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,020",43,476.7
Chlamydia,Skagway Municipality,AK,02230,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,,Data not available,Data not available
Chlamydia,Skagway-Hoonah-Angoon,AK,02232,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,140",8,254.8
Chlamydia,Southeast Fairbanks Census Area,AK,02240,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,985",19,272.0
Chlamydia,Valdez-Cordova Census Area,AK,02261,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,763",34,348.3
Chlamydia,Wade Hampton Census Area,AK,02270,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,977",224,"2,808.1"
Chlamydia,Wrangell City and Borough,AK,02275,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,,Data not available,Data not available
Chlamydia,Wrangell-Petersburg Census Area,AK,02280,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,174",0,0.0
Chlamydia,Yakutat City and Borough,AK,02282,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,642,1,155.8
Chlamydia,Yukon-Koyukuk Census Area,AK,02290,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,695",83,"1,457.4"
Chlamydia,Apache County,AZ,04001,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"71,934",621,863.3
Chlamydia,Cochise County,AZ,04003,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"129,473",504,389.3
Chlamydia,Coconino County,AZ,04005,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"136,539",890,651.8
Chlamydia,Gila County,AZ,04007,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"53,053",197,371.3
Chlamydia,Graham County,AZ,04009,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"37,482",135,360.2
Chlamydia,Greenlee County,AZ,04011,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,049",49,541.5
Chlamydia,La Paz County,AZ,04012,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"20,324",92,452.7
Chlamydia,Maricopa County,AZ,04013,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"4,009,412","20,219",504.3
Chlamydia,Mohave County,AZ,04015,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"203,030",442,217.7
Chlamydia,Navajo County,AZ,04017,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"107,322",772,719.3
Chlamydia,Pima County,AZ,04019,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"996,554","5,615",563.4
Chlamydia,Pinal County,AZ,04021,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"389,350","1,357",348.5
Chlamydia,Santa Cruz County,AZ,04023,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"46,768",173,369.9
Chlamydia,Yavapai County,AZ,04025,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"215,133",397,184.5
Chlamydia,Yuma County,AZ,04027,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"201,201",934,464.2
Chlamydia,Arkansas County,AR,05001,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,777",123,655.1
Chlamydia,Ashley County,AR,05003,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"21,283",140,657.8
Chlamydia,Baxter County,AR,05005,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"40,957",80,195.3
Chlamydia,Benton County,AR,05007,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"237,297",608,256.2
Chlamydia,Boone County,AR,05009,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"37,396",84,224.6
Chlamydia,Bradley County,AR,05011,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"11,249",44,391.1
Chlamydia,Calhoun County,AR,05013,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,241",10,190.8
Chlamydia,Carroll County,AR,05015,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"27,808",77,276.9
Chlamydia,Chicot County,AR,05017,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"11,335",93,820.5
Chlamydia,Clark County,AR,05019,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"22,743",169,743.1
Chlamydia,Clay County,AR,05021,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"15,402",36,233.7
Chlamydia,Cleburne County,AR,05023,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"25,686",63,245.3
Chlamydia,Cleveland County,AR,05025,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,593",26,302.6
Chlamydia,Columbia County,AR,05027,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"24,164",235,972.5
Chlamydia,Conway County,AR,05029,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"21,245",95,447.2
Chlamydia,Craighead County,AR,05031,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"101,488",620,610.9
Chlamydia,Crawford County,AR,05033,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"61,640",146,236.9
Chlamydia,Crittenden County,AR,05035,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"49,746",642,"1,290.6"
Chlamydia,Cross County,AR,05037,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,548",103,587.0
Chlamydia,Dallas County,AR,05039,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,933",60,756.3
Chlamydia,Desha County,AR,05041,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,505",109,871.7
Chlamydia,Drew County,AR,05043,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,785",113,601.5
Chlamydia,Faulkner County,AR,05045,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"119,580",568,475.0
Chlamydia,Franklin County,AR,05047,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,034",50,277.3
Chlamydia,Fulton County,AR,05049,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,304",25,203.2
Chlamydia,Garland County,AR,05051,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"97,173",407,418.8
Chlamydia,Grant County,AR,05053,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,019",50,277.5
Chlamydia,Greene County,AR,05055,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"43,097",185,429.3
Chlamydia,Hempstead County,AR,05057,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"22,474",200,889.9
Chlamydia,Hot Spring County,AR,05059,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"33,500",169,504.5
Chlamydia,Howard County,AR,05061,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,581",83,611.1
Chlamydia,Independence County,AR,05063,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"36,997",110,297.3
Chlamydia,Izard County,AR,05065,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,368",26,194.5
Chlamydia,Jackson County,AR,05067,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,615",67,380.4
Chlamydia,Jefferson County,AR,05069,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"73,191",890,"1,216.0"
Chlamydia,Johnson County,AR,05071,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"25,846",105,406.3
Chlamydia,Lafayette County,AR,05073,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,252",46,634.3
Chlamydia,Lawrence County,AR,05075,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,011",46,270.4
Chlamydia,Lee County,AR,05077,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,015",60,599.1
Chlamydia,Lincoln County,AR,05079,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,031",40,285.1
Chlamydia,Little River County,AR,05081,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,730",68,534.2
Chlamydia,Logan County,AR,05083,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"22,082",67,303.4
Chlamydia,Lonoke County,AR,05085,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"70,753",293,414.1
Chlamydia,Madison County,AR,05087,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"15,701",37,235.7
Chlamydia,Marion County,AR,05089,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,430",39,237.4
Chlamydia,Miller County,AR,05091,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"43,402",394,907.8
Chlamydia,Mississippi County,AR,05093,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"44,765",419,936.0
Chlamydia,Monroe County,AR,05095,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,682",87,"1,132.5"
Chlamydia,Montgomery County,AR,05097,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,226",23,249.3
Chlamydia,Nevada County,AR,05099,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,799",56,636.4
Chlamydia,Newton County,AR,05101,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,064",17,210.8
Chlamydia,Ouachita County,AR,05103,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"25,002",199,795.9
Chlamydia,Perry County,AR,05105,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,345",16,154.7
Chlamydia,Phillips County,AR,05107,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"20,399",211,"1,034.4"
Chlamydia,Pike County,AR,05109,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"11,177",40,357.9
Chlamydia,Poinsett County,AR,05111,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"24,145",118,488.7
Chlamydia,Polk County,AR,05113,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"20,406",37,181.3
Chlamydia,Pope County,AR,05115,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"62,547",288,460.5
Chlamydia,Prairie County,AR,05117,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,374",21,250.8
Chlamydia,Pulaski County,AR,05119,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"391,284","3,222",823.4
Chlamydia,Randolph County,AR,05121,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,692",61,344.8
Chlamydia,St. Francis County,AR,05123,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"27,260",182,667.6
Chlamydia,Saline County,AR,05125,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"114,404",294,257.0
Chlamydia,Scott County,AR,05127,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,950",34,310.5
Chlamydia,Searcy County,AR,05129,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,023",16,199.4
Chlamydia,Sebastian County,AR,05131,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"127,342",542,425.6
Chlamydia,Sevier County,AR,05133,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,366",64,368.5
Chlamydia,Sharp County,AR,05135,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,049",36,211.2
Chlamydia,Stone County,AR,05137,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,581",22,174.9
Chlamydia,Union County,AR,05139,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"40,694",279,685.6
Chlamydia,Van Buren County,AR,05141,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,932",35,206.7
Chlamydia,Washington County,AR,05143,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"216,410","1,166",538.8
Chlamydia,White County,AR,05145,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"78,483",334,425.6
Chlamydia,Woodruff County,AR,05147,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,072",23,325.2
Chlamydia,Yell County,AR,05149,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"21,893",62,283.2
Chlamydia,Alameda County,CA,06001,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,578,891","7,214",456.9
Chlamydia,Alpine County,CA,06003,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,159",3,258.8
Chlamydia,Amador County,CA,06005,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"36,519",56,153.3
Chlamydia,Butte County,CA,06007,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"222,090","1,088",489.9
Chlamydia,Calaveras County,CA,06009,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"44,515",67,150.5
Chlamydia,Colusa County,CA,06011,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"21,358",37,173.2
Chlamydia,Contra Costa County,CA,06013,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,094,205","4,250",388.4
Chlamydia,Del Norte County,CA,06015,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"27,873",59,211.7
Chlamydia,El Dorado County,CA,06017,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"181,737",324,178.3
Chlamydia,Fresno County,CA,06019,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"955,272","5,730",599.8
Chlamydia,Glenn County,CA,06021,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"27,940",77,275.6
Chlamydia,Humboldt County,CA,06023,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"134,493",445,330.9
Chlamydia,Imperial County,CA,06025,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"176,584",727,411.7
Chlamydia,Inyo County,CA,06027,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,467",61,330.3
Chlamydia,Kern County,CA,06029,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"864,124","6,345",734.3
Chlamydia,Kings County,CA,06031,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"150,960",535,354.4
Chlamydia,Lake County,CA,06033,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"63,860",177,277.2
Chlamydia,Lassen County,CA,06035,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"32,163",80,248.7
Chlamydia,Los Angeles County,CA,06037,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,017,068","54,881",547.9
Chlamydia,Madera County,CA,06039,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"152,389",802,526.3
Chlamydia,Marin County,CA,06041,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"258,365",614,237.6
Chlamydia,Mariposa County,CA,06043,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,755",28,157.7
Chlamydia,Mendocino County,CA,06045,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"87,192",287,329.2
Chlamydia,Merced County,CA,06047,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"263,228","1,039",394.7
Chlamydia,Modoc County,CA,06049,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,147",6,65.6
Chlamydia,Mono County,CA,06051,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,074",22,156.3
Chlamydia,Monterey County,CA,06053,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"428,826","1,703",397.1
Chlamydia,Napa County,CA,06055,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"140,326",381,271.5
Chlamydia,Nevada County,CA,06057,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"98,200",221,225.1
Chlamydia,Orange County,CA,06059,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,114,363","9,382",301.2
Chlamydia,Placer County,CA,06061,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"367,309",884,240.7
Chlamydia,Plumas County,CA,06063,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,859",55,291.6
Chlamydia,Riverside County,CA,06065,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,292,507","8,807",384.2
Chlamydia,Sacramento County,CA,06067,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,462,131","7,736",529.1
Chlamydia,San Benito County,CA,06069,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"57,600",145,251.7
Chlamydia,San Bernardino County,CA,06071,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,088,371","10,753",514.9
Chlamydia,San Diego County,CA,06073,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,211,252","15,754",490.6
